Customer_ID,Age,Gender,State,Customer_Segment,Acquisition_Channel,Join_Date,Tenure_Months,Total_Orders,Orders_Last_90_Days,Total_Spend_NGN,Spend_Last_90_Days_NGN,Average_Order_Value_NGN,Days_Since_Last_Purchase,Most_Purchased_Category,Categories_Purchased,Total_Complaints,Primary_Complaint,Complaint_Severity,Complaint_Status,Days_To_Resolution,Number_of_Followups,Escalated,Complaint_Satisfaction,Return_Count,Return_Rate,Main_Return_Reason,Refund_Delay_Days,Refund_Amount_NGN,Exchange_Requested,Exchange_Successful,Average_Delivery_Days,Expected_Delivery_Days,Delivery_Delay_Days,Delivery_Delay_Count,Damaged_Delivery_Count,Missing_Item_Count,Delivery_Satisfaction,Support_Contacts,Average_Response_Time_Hours,Average_Resolution_Time_Hours,First_Contact_Resolution,Customer_Service_Rating,Product_Rating,Service_Rating,Satisfaction_Score,Trust_Score,NPS_Score,Likelihood_To_Return,Average_Discount_Percent,Discount_Usage_Rate,Price_Increase_Experienced,Competitor_Purchase_Flag,Competitor_Purchase_Frequency,Current_Status,Retained,Churned,At_Risk,Dormant,Churn_Reason,Churn_Date,Churn_Risk_Score
CUST12358,56,Female,Edo,New Customer,Website,2025-09-10,11,10,5,144208.26,67857.12,14554.39,51,Trousers,5,3,Repeated Issue,Medium,Resolved,1,1,No,4.1,0,0.0,No Return,0,0.0,No,No,3.6,5.0,0.0,0,1,0,3.8,3,7.9,11.7,Yes,4.9,3.6,4.9,3.6,3.3,28,8.1,2.56,0.426,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,12.7
CUST12359,58,Other,Cross River,Regular,Website,2023-01-20,44,11,2,411588.85,71875.67,33492.44,72,Beauty,4,2,Product Not as Described,Low,Resolved,7,1,No,5.0,0,0.0,No Return,0,0.0,No,No,6.0,4.4,1.6,3,0,0,4.3,4,13.4,19.2,No,4.2,4.5,4.2,4.6,4.4,-1,9.5,0.69,0.191,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,23.2
CUST12360,28,Male,Abuja,New Customer,Email,2025-01-28,19,12,4,358871.17,133218.85,33331.1,83,Trousers,5,1,Discount Not Applied,High,Resolved,1,1,No,5.0,2,0.167,Not as Expected,5,55489.2,No,No,6.6,4.6,2.0,3,0,0,3.3,4,7.1,18.5,Yes,4.5,5.0,4.5,4.6,4.9,33,9.5,2.25,0.161,No,No,0,Churned,No,Yes,No,No,Poor Product Quality,1767571200000000000,56.0
CUST12361,56,Male,Imo,Loyal,Website,2024-02-09,31,15,3,427152.67,82405.76,29350.02,47,Tops,4,0,No Complaint,None,No Complaint,0,0,No,,2,0.133,Defective,3,50625.95,Yes,Yes,3.6,4.9,0.0,0,0,0,3.5,2,1.9,5.1,Yes,3.7,3.8,3.7,3.2,3.3,-1,6.7,3.18,0.356,No,Yes,6,Retained,Yes,No,No,No,Not Churned,,13.9
CUST12362,41,Male,Ogun,Regular,Instagram,2026-02-12,6,9,0,645064.4,0.0,70341.55,20,Shoes,3,2,Failed Payment,Low,Resolved,9,0,No,3.9,0,0.0,No Return,0,0.0,No,No,6.0,3.9,2.1,0,0,0,4.1,3,2.4,9.0,No,3.6,4.0,3.6,3.7,3.8,23,6.6,1.88,0.079,No,No,0,Retained,Yes,No,No,No,Not Churned,,2.7
CUST12363,63,Male,Anambra,High Value,Google,2024-12-01,21,12,2,515634.66,92288.58,48035.02,166,Electronics,1,4,Poor Product Quality,Low,Escalated,5,2,Yes,4.3,2,0.167,Not as Expected,7,55061.39,No,No,3.2,2.5,0.7,0,0,0,3.8,4,4.2,7.1,No,4.1,4.9,4.1,4.1,3.3,36,8.5,7.03,0.416,Yes,No,0,At Risk,Yes,No,Yes,No,Not Churned,,40.4
CUST12364,36,Male,Anambra,Regular,Website,2025-09-06,12,7,2,82628.7,24394.27,12839.17,98,Accessories,5,0,No Complaint,None,No Complaint,0,0,No,,1,0.143,Damaged,4,11584.51,Yes,Yes,6.9,5.4,1.5,0,0,0,4.6,0,1.8,14.8,Yes,4.5,4.3,4.5,5.0,5.0,28,10.0,7.83,0.027,Yes,No,0,Dormant,Yes,No,No,Yes,Not Churned,,32.2
CUST12365,21,Female,Anambra,Regular,Google,2023-01-26,43,7,3,197446.44,64618.85,25147.16,49,Electronics,2,1,Late Delivery,Medium,Resolved,3,0,No,4.2,1,0.143,Not as Expected,7,9009.7,No,No,6.0,3.2,2.8,3,0,0,3.2,1,0.8,7.3,No,4.4,4.4,4.4,4.2,4.3,11,8.4,11.33,0.197,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,10.6
CUST12366,43,Female,Rivers,Regular,Referral,2024-07-19,25,8,3,301788.18,124292.82,40628.5,62,Electronics,4,2,Account Issue,Low,Resolved,9,2,No,4.6,0,0.0,No Return,0,0.0,No,No,1.4,2.9,0.0,0,0,0,4.2,2,3.0,9.0,No,4.9,4.3,4.9,4.9,4.4,41,10.0,0.84,0.091,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,10.1
CUST12367,55,Male,Enugu,New Customer,Referral,2024-01-30,31,7,1,309371.68,38492.11,39151.4,82,Accessories,3,1,Issue Not Resolved,Low,Closed,1,3,No,5.0,2,0.286,Late Delivery,6,56242.59,No,No,4.2,5.3,0.0,0,0,0,4.4,1,2.6,4.0,No,3.3,4.3,3.3,4.3,4.2,31,8.0,1.45,0.473,Yes,No,0,Dormant,Yes,No,No,Yes,Not Churned,,19.8
CUST12368,59,Female,Rivers,Loyal,Google,2025-09-27,11,10,5,492678.03,252326.15,54383.14,17,Tops,2,2,Poor Customer Service,Medium,Resolved,3,1,No,4.6,0,0.0,No Return,0,0.0,No,No,4.1,4.1,0.0,0,0,1,4.2,2,2.5,10.1,No,4.0,4.0,4.0,3.9,4.0,5,8.0,1.02,0.372,No,Yes,5,Retained,Yes,No,No,No,Not Churned,,2.2
CUST12369,49,Female,Enugu,New Customer,Website,2024-06-06,27,11,1,813935.27,58466.53,66076.91,198,Dresses,1,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,2.4,3.3,0.0,0,0,0,3.6,0,5.1,5.4,Yes,3.8,4.1,3.8,4.4,4.5,47,9.0,2.33,0.182,No,No,0,Churned,No,Yes,No,No,Poor Product Quality,1772668800000000000,36.0
CUST12370,56,Female,Abia,High Value,Referral,2025-05-11,15,9,3,350218.29,104291.34,38816.02,205,Shoes,2,1,Price Increase,High,Resolved,2,0,No,4.9,1,0.111,Changed Mind,4,20397.45,No,No,4.6,5.3,0.0,0,0,0,3.6,2,3.9,4.6,Yes,3.7,4.2,3.7,3.5,3.5,38,6.1,6.68,0.363,No,Yes,5,Churned,No,Yes,No,No,Negative Overall Experience,1779667200000000000,74.4
CUST12371,62,Male,Kaduna,Loyal,Google,2026-01-11,7,7,0,310727.69,0.0,42897.62,15,Beauty,4,1,Missing Product,Critical,Resolved,5,5,Yes,3.7,0,0.0,No Return,0,0.0,No,No,6.7,5.1,1.6,1,0,0,3.1,5,0.2,7.9,No,4.5,5.0,4.5,4.2,3.9,29,8.3,0.41,0.259,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,1.9
CUST12372,63,Male,Abuja,Regular,Email,2025-03-12,17,5,5,78945.17,78945.17,16515.07,113,Tops,5,0,No Complaint,None,No Complaint,0,0,No,,1,0.2,Wrong Color,7,6519.28,Yes,Yes,4.5,3.9,0.6,0,0,0,5.0,0,6.9,9.2,Yes,2.6,4.3,2.6,3.9,3.5,22,6.5,3.04,0.101,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,20.3
CUST12373,53,Female,Plateau,Regular,Google,2024-07-03,26,16,2,352032.8,44758.75,23067.74,44,Trousers,1,4,Poor Customer Service,Low,Closed,1,0,No,4.3,3,0.188,Wrong Size,7,60209.17,No,No,6.1,5.4,0.7,1,0,1,3.0,4,4.7,8.1,Yes,2.5,4.9,2.5,3.5,3.4,11,6.5,1.96,0.269,Yes,Yes,3,Retained,Yes,No,No,No,Not Churned,,8.3
CUST12374,57,Male,Rivers,Loyal,Instagram,2023-03-28,41,9,1,223764.06,25132.64,24546.61,52,Beauty,4,3,App Crash,Medium,Resolved,7,1,No,4.4,2,0.222,Poor Quality,3,34881.26,No,No,3.3,2.8,0.5,0,0,0,3.8,3,5.7,12.0,No,3.7,3.7,3.7,4.3,3.7,38,6.2,4.83,0.312,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,15.4
CUST12375,54,Male,Imo,Regular,Referral,2025-04-12,16,15,4,237039.72,62515.17,16190.11,48,Beauty,3,4,Return Difficulty,Low,Resolved,6,2,No,4.2,2,0.133,Product Description Inaccurate,11,23363.03,Yes,Yes,4.8,5.3,0.0,0,0,2,3.9,4,1.7,11.1,No,3.8,4.1,3.8,3.6,2.7,16,7.9,5.24,0.423,No,No,0,Retained,Yes,No,No,No,Not Churned,,25.5
CUST12376,50,Male,Cross River,Loyal,Website,2024-01-22,31,10,3,415019.3,133827.32,46063.2,28,Dresses,2,1,Price Increase,High,Escalated,4,1,Yes,3.8,1,0.1,Late Delivery,8,16559.88,Yes,Yes,4.6,3.9,0.7,1,0,0,3.6,2,4.4,6.5,No,3.2,3.0,3.2,3.3,2.7,21,6.4,7.36,0.63,No,No,0,Retained,Yes,No,No,No,Not Churned,,11.8
CUST12377,53,Female,Plateau,New Customer,Website,2025-08-20,12,10,4,331287.87,143388.45,33961.02,147,Trousers,2,0,No Complaint,None,No Complaint,0,0,No,,3,0.3,Late Delivery,3,91037.15,Yes,No,4.0,3.9,0.1,0,0,1,4.4,0,8.5,16.1,Yes,3.8,4.1,3.8,4.2,4.5,-3,8.7,2.94,0.392,Yes,No,0,At Risk,Yes,No,Yes,No,Not Churned,,42.0
CUST12378,20,Male,Enugu,New Customer,Website,2024-10-29,22,9,2,658929.97,160939.26,77167.69,9,Bags,1,3,Product Not as Described,High,Closed,5,0,No,5.0,0,0.0,No Return,0,0.0,No,No,5.5,3.9,1.6,1,0,0,3.7,3,1.7,10.4,No,3.5,2.9,3.5,3.4,3.6,23,8.2,0.5,0.105,No,No,0,Retained,Yes,No,No,No,Not Churned,,1.9
CUST12379,26,Female,Rivers,Regular,TikTok,2023-10-13,35,9,2,437434.96,79563.55,43810.86,24,Electronics,1,4,Exchange Difficulty,Medium,Pending,1,1,No,4.6,0,0.0,No Return,0,0.0,No,No,5.1,3.8,1.3,0,1,0,3.4,4,9.6,18.9,Yes,4.6,4.9,4.6,4.3,4.5,63,7.2,13.0,0.382,No,No,0,Retained,Yes,No,No,No,Not Churned,,3.1
CUST12380,25,Male,Kano,Regular,Facebook,2024-11-28,21,12,2,496777.89,75314.98,37416.9,74,Shoes,3,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,5.1,4.1,1.0,2,0,0,4.5,0,9.0,10.9,Yes,4.5,4.8,4.5,3.8,3.7,2,6.9,9.99,0.191,No,Yes,6,Retained,Yes,No,No,No,Not Churned,,11.1
CUST12381,50,Female,Rivers,Loyal,Website,2025-08-22,12,13,1,808164.15,69062.04,67704.76,48,Bags,3,1,Missing Product,Medium,Resolved,8,1,No,3.0,0,0.0,No Return,0,0.0,No,No,5.9,5.5,0.4,1,0,0,3.1,1,3.8,8.0,No,3.8,4.0,3.8,3.6,3.0,-27,5.9,9.82,0.342,No,Yes,2,Retained,Yes,No,No,No,Not Churned,,6.4
CUST12382,23,Male,Abuja,New Customer,Website,2024-01-04,32,13,3,316988.86,64599.71,22637.95,68,Bags,1,2,Failed Payment,Medium,Closed,8,0,No,4.9,1,0.077,Changed Mind,2,12393.3,Yes,No,2.3,2.5,0.0,1,0,0,3.6,3,0.9,8.0,No,3.5,3.4,3.5,3.7,3.2,4,9.8,3.53,0.172,No,No,0,Retained,Yes,No,No,No,Not Churned,,13.3
CUST12383,58,Other,Abuja,Loyal,Facebook,2024-10-16,22,3,1,40182.19,11593.75,13370.98,7,Dresses,4,2,Coupon Expired,High,Closed,4,1,No,5.0,1,0.333,Not as Expected,2,8509.0,No,No,2.7,4.0,0.0,0,0,1,4.7,2,3.8,16.1,No,4.3,3.6,4.3,4.1,3.5,26,8.6,2.85,0.605,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,2.6
CUST12384,56,Female,Enugu,Regular,Instagram,2024-10-15,22,14,3,783856.7,142100.06,50237.71,97,Accessories,4,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,7.9,3.4,4.5,8,0,0,2.2,0,3.3,5.7,Yes,3.6,3.5,3.6,3.2,2.8,0,4.9,3.07,0.312,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,16.1
CUST12385,21,Female,Enugu,Regular,Email,2024-11-27,21,8,6,298106.68,220204.96,39061.04,238,Beauty,1,4,Refund Delayed,Low,Resolved,10,0,No,3.2,0,0.0,No Return,0,0.0,No,No,3.3,3.0,0.3,1,0,0,3.6,4,2.6,10.0,No,3.4,4.0,3.4,3.6,3.1,15,8.0,4.77,0.042,Yes,Yes,1,Churned,No,Yes,No,No,No Longer Needed,1784160000000000000,64.2
CUST12386,30,Male,Kaduna,Regular,Website,2025-10-20,10,13,0,352571.27,0.0,30007.88,42,Beauty,2,0,No Complaint,None,No Complaint,0,0,No,,3,0.231,Defective,1,75613.03,Yes,Yes,6.6,5.3,1.3,2,1,1,3.8,0,5.5,9.3,Yes,4.3,3.7,4.3,3.7,3.4,17,7.3,4.88,0.446,Yes,No,0,Churned,No,Yes,No,No,Poor Product Quality,1774137600000000000,27.8
CUST12387,19,Female,Abuja,Regular,Website,2025-07-03,14,8,4,222876.35,106989.86,25416.18,102,Shoes,5,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,5.2,3.7,1.5,1,0,0,3.1,2,7.8,14.9,Yes,4.1,4.1,4.1,3.7,3.5,8,9.5,4.65,0.154,Yes,Yes,6,Churned,No,Yes,No,No,Payment Problems,1767312000000000000,39.2
CUST12388,22,Male,Abuja,New Customer,Website,2023-10-15,35,13,1,327131.4,21428.1,22579.57,28,Electronics,3,2,Wrong Product,Low,Resolved,8,0,No,3.3,3,0.231,Wrong Color,3,63523.23,No,No,4.5,4.1,0.4,1,0,0,4.0,2,2.3,10.1,No,4.0,4.5,4.0,4.4,4.3,23,10.0,10.17,0.272,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,8.6
CUST12389,61,Female,Abia,Regular,Referral,2023-04-05,41,17,0,599799.26,0.0,31873.79,89,Dresses,4,0,No Complaint,None,No Complaint,0,0,No,,1,0.059,Late Delivery,3,12823.81,No,No,5.5,5.3,0.2,0,0,0,3.9,0,9.5,11.8,Yes,3.8,4.3,3.8,3.8,3.2,33,6.0,8.02,0.748,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,25.3
CUST12390,44,Female,Imo,Loyal,Referral,2024-10-30,22,8,2,274338.28,71543.23,35392.61,115,Tops,5,1,Poor Customer Service,Low,Closed,6,1,No,5.0,0,0.0,No Return,0,0.0,No,No,3.4,3.9,0.0,0,0,0,4.7,1,3.6,6.3,No,4.7,4.6,4.7,5.0,4.8,30,10.0,1.47,0.043,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,14.3
CUST12391,49,Male,Abia,Regular,Referral,2023-02-10,43,15,6,596529.53,271839.77,44767.68,145,Beauty,2,1,Poor Product Quality,Medium,Resolved,4,1,No,4.5,0,0.0,No Return,0,0.0,No,No,1.5,3.4,0.0,0,0,0,4.7,1,7.3,8.1,No,4.9,4.2,4.9,5.0,4.4,25,10.0,7.43,0.132,No,No,0,At Risk,Yes,No,Yes,No,Not Churned,,19.2
CUST12392,38,Male,Lagos,Regular,Instagram,2023-11-27,33,11,2,162264.06,31781.28,16074.25,31,Shoes,3,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,5.7,2.8,2.9,5,0,0,3.5,2,8.0,12.7,Yes,5.0,4.0,5.0,4.1,4.0,48,9.3,0.68,0.536,No,Yes,5,Retained,Yes,No,No,No,Not Churned,,3.8
CUST12393,25,Male,Anambra,Loyal,TikTok,2026-03-24,5,10,1,614928.9,54901.98,54503.88,28,Tops,4,2,Stock Availability,Medium,Resolved,1,0,No,3.9,1,0.1,Wrong Color,11,27781.88,No,No,3.9,4.3,0.0,0,0,0,5.0,2,4.6,8.1,Yes,5.0,3.7,5.0,4.0,3.3,39,7.1,10.93,0.21,No,Yes,5,Retained,Yes,No,No,No,Not Churned,,4.3
CUST12394,55,Female,Abia,Loyal,Referral,2024-05-18,27,6,2,170798.21,62090.22,29097.83,44,Trousers,4,1,Poor Product Quality,High,Resolved,1,1,No,5.0,1,0.167,Defective,1,26865.28,No,No,4.1,5.2,0.0,0,0,0,3.7,2,1.6,5.5,Yes,4.4,3.5,4.4,4.5,4.3,33,9.2,7.52,0.193,No,No,0,Retained,Yes,No,No,No,Not Churned,,9.9
CUST12395,25,Male,Delta,Regular,Referral,2023-10-02,35,14,4,516209.48,142579.56,32990.56,119,Electronics,2,3,Wrong Product,Low,Resolved,8,4,Yes,3.9,1,0.071,Changed Mind,3,18257.07,No,No,5.1,2.7,2.4,3,0,0,3.2,3,1.3,8.0,No,3.8,4.8,3.8,4.6,4.4,52,8.9,7.3,0.044,No,Yes,2,Dormant,Yes,No,No,Yes,Not Churned,,24.2
CUST12396,20,Male,Rivers,Regular,Referral,2023-06-28,38,6,1,153946.17,19564.55,22412.0,101,Bags,2,1,Refund Delayed,Low,Closed,1,2,No,4.4,1,0.167,Poor Quality,2,14921.25,No,No,3.8,3.8,0.0,0,0,0,5.0,1,1.6,8.1,No,4.9,3.7,4.9,4.6,4.6,39,10.0,3.23,0.211,Yes,No,0,Dormant,Yes,No,No,Yes,Not Churned,,12.8
CUST12397,61,Male,Oyo,Loyal,Google,2023-05-17,40,8,4,315655.93,136412.31,39983.06,73,Dresses,4,2,Issue Not Resolved,Low,Closed,3,1,No,5.0,2,0.25,Damaged,3,73803.66,No,No,5.0,4.5,0.5,0,0,0,4.5,2,7.1,10.0,No,4.2,4.0,4.2,4.8,3.8,92,10.0,6.22,0.191,No,Yes,4,Retained,Yes,No,No,No,Not Churned,,22.6
CUST12398,20,Male,Kaduna,Regular,Instagram,2025-02-05,19,11,3,926832.78,227275.53,77325.99,73,Accessories,4,2,Wrong Product,Low,Resolved,1,1,No,4.1,1,0.091,Wrong Color,11,36662.69,No,No,2.5,2.8,0.0,0,0,1,4.6,2,6.1,7.6,Yes,2.6,4.6,2.6,3.8,3.5,16,7.7,2.51,0.227,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,15.9
CUST12399,39,Male,Anambra,Regular,Facebook,2025-09-14,11,8,3,346117.87,133656.11,46739.29,94,Tops,5,2,Wrong Product,Low,Escalated,1,1,Yes,4.9,1,0.125,Product Description Inaccurate,7,21474.07,No,No,1.0,2.7,0.0,0,0,0,4.8,2,1.2,6.3,Yes,4.1,4.0,4.1,4.4,3.4,74,8.4,1.26,0.094,No,Yes,7,Churned,No,Yes,No,No,Refund Problems,1770422400000000000,53.1
CUST12400,23,Female,Delta,Regular,Instagram,2023-08-31,36,8,1,203629.52,24914.92,25877.77,25,Beauty,2,3,Poor Product Quality,Medium,Closed,5,5,Yes,,0,0.0,No Return,0,0.0,No,No,3.5,3.1,0.4,0,0,1,4.7,3,6.7,8.4,No,3.3,3.7,3.3,3.6,4.2,20,9.5,2.54,0.223,Yes,Yes,1,Retained,Yes,No,No,No,Not Churned,,3.1
CUST12401,19,Female,Lagos,Loyal,Facebook,2026-01-24,7,13,1,191919.0,13304.17,13792.05,61,Trousers,2,0,No Complaint,None,No Complaint,0,0,No,,1,0.077,Wrong Color,5,6778.08,No,No,3.2,2.9,0.3,0,0,0,4.8,1,6.4,11.3,Yes,3.4,3.9,3.4,4.4,3.1,19,8.2,4.95,0.039,No,No,0,Retained,Yes,No,No,No,Not Churned,,18.2
CUST12402,40,Male,Oyo,New Customer,Email,2023-07-16,38,11,3,245569.55,76839.88,23853.01,27,Shoes,5,2,Failed Payment,Medium,Resolved,1,2,No,4.9,1,0.091,Changed Mind,6,18438.26,Yes,Yes,3.4,3.6,0.0,1,0,0,4.0,2,13.5,16.5,No,4.7,5.0,4.7,4.7,4.3,36,10.0,7.91,0.022,No,No,0,Churned,No,Yes,No,No,Poor Customer Service,1783987200000000000,55.2
CUST12403,61,Female,Enugu,High Value,Instagram,2024-06-09,27,14,1,332835.43,24827.21,24601.94,6,Shoes,2,3,Poor Customer Service,Low,Closed,2,0,No,4.8,1,0.071,Wrong Item,3,11156.41,Yes,Yes,5.5,3.7,1.8,1,0,1,2.7,3,17.6,21.5,Yes,3.0,4.5,3.0,3.0,2.1,-6,6.3,8.47,0.462,No,No,0,Churned,No,Yes,No,No,Payment Problems,1773187200000000000,51.9
CUST12404,19,Male,Abuja,New Customer,Facebook,2024-09-23,23,8,1,322501.75,37514.57,39053.88,74,Electronics,1,1,Refund Delayed,Medium,Resolved,2,0,No,3.6,2,0.25,Product Description Inaccurate,4,29213.02,No,No,5.2,3.9,1.3,1,1,0,4.1,1,17.4,18.7,Yes,3.9,3.5,3.9,3.5,3.2,9,7.9,2.41,0.283,No,No,0,Retained,Yes,No,No,No,Not Churned,,28.1
CUST12405,55,Female,Kano,Loyal,Referral,2024-02-12,31,11,2,273886.45,44991.98,23343.46,28,Trousers,3,0,No Complaint,None,No Complaint,0,0,No,,2,0.182,Product Description Inaccurate,6,36499.49,No,No,6.3,4.0,2.3,2,0,1,4.2,1,4.9,11.3,Yes,4.6,4.3,4.6,4.0,3.3,22,8.5,0.79,0.167,Yes,No,0,Churned,No,Yes,No,No,No Longer Needed,1785628800000000000,31.9
CUST12406,34,Male,Kaduna,Regular,Referral,2026-04-09,4,13,1,278775.28,23306.07,21963.53,10,Dresses,1,4,Order Cancellation,Medium,Escalated,3,1,Yes,5.0,1,0.077,Defective,7,20384.04,No,No,1.6,2.7,0.0,0,1,0,4.6,4,4.6,13.5,No,3.5,4.5,3.5,4.4,4.3,23,9.9,6.64,0.531,No,No,0,Retained,Yes,No,No,No,Not Churned,,5.2
CUST12407,52,Male,Edo,Regular,Instagram,2024-11-21,21,12,4,317667.19,97532.91,26964.72,106,Bags,2,2,Poor Customer Service,Medium,Pending,1,2,No,3.2,3,0.25,Late Delivery,8,54789.36,Yes,Yes,5.7,4.5,1.2,3,2,0,3.6,2,3.1,6.6,No,3.2,4.9,3.2,4.0,3.6,25,8.4,6.83,0.043,No,Yes,2,Dormant,Yes,No,No,Yes,Not Churned,,27.4
CUST12408,51,Female,Ogun,Loyal,Website,2023-06-19,39,10,4,284404.76,106761.37,31264.8,17,Beauty,5,1,Login Problem,Medium,Resolved,4,0,No,4.6,2,0.2,Not as Expected,6,35523.44,No,No,7.9,4.7,3.2,6,0,0,4.1,3,1.5,5.4,No,3.6,4.4,3.6,4.1,3.0,45,8.8,12.02,0.274,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,11.7
CUST12409,40,Female,Abia,Regular,Website,2023-06-08,39,5,3,156922.53,79677.08,27393.38,23,Bags,4,3,Return Difficulty,Low,Resolved,2,0,No,5.0,2,0.4,Changed Mind,5,20191.87,No,No,4.1,2.9,1.2,1,0,0,4.1,3,5.1,8.1,Yes,3.8,4.3,3.8,4.2,3.8,22,9.5,11.16,0.285,No,Yes,3,Retained,Yes,No,No,No,Not Churned,,4.6
CUST12410,47,Female,Abuja,Regular,Facebook,2024-03-22,29,7,3,192592.91,86078.44,26320.84,48,Dresses,2,2,Late Delivery,Medium,Resolved,5,0,No,4.0,2,0.286,Defective,5,36447.01,Yes,No,4.4,3.2,1.2,0,0,2,2.8,3,8.7,15.3,No,2.7,4.1,2.7,3.3,3.2,-12,6.4,1.05,0.023,No,No,0,Retained,Yes,No,No,No,Not Churned,,6.0
CUST12411,25,Male,Kano,New Customer,Facebook,2025-10-14,10,8,3,136437.59,52684.47,16668.19,8,Dresses,4,0,No Complaint,None,No Complaint,0,0,No,,2,0.25,Not as Expected,2,18226.01,Yes,No,3.7,3.3,0.4,0,0,0,4.6,0,8.4,8.5,Yes,3.6,4.1,3.6,4.3,4.5,62,8.4,8.18,0.324,No,No,0,Retained,Yes,No,No,No,Not Churned,,1.8
CUST12412,39,Male,Delta,New Customer,Website,2026-01-10,7,7,2,259972.04,75469.37,39633.16,44,Bags,3,1,Return Difficulty,Low,Escalated,3,1,Yes,5.0,1,0.143,Duplicate Order,5,29325.02,No,No,5.1,3.7,1.4,0,0,1,3.9,1,5.1,10.3,No,4.0,3.5,4.0,3.8,3.1,47,8.1,11.65,0.193,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,7.1
CUST12413,61,Female,Enugu,Regular,Website,2025-12-16,8,6,3,118223.53,52218.09,19474.74,60,Accessories,1,2,Late Delivery,Low,Resolved,3,3,No,4.2,0,0.0,No Return,0,0.0,No,No,2.8,3.7,0.0,0,0,1,4.0,2,1.9,8.2,No,3.7,3.4,3.7,3.4,3.4,6,6.5,8.74,0.114,No,No,0,Retained,Yes,No,No,No,Not Churned,,7.7
CUST12414,53,Male,Oyo,Loyal,TikTok,2023-04-22,40,13,2,645155.58,98437.46,49588.97,26,Tops,3,1,Unexpected Charge,Low,Resolved,1,1,No,5.0,2,0.154,Poor Quality,7,36045.38,Yes,Yes,2.5,3.1,0.0,0,0,1,4.2,2,3.9,8.4,Yes,3.8,3.9,3.8,3.5,3.2,30,6.8,8.73,0.275,No,Yes,6,Retained,Yes,No,No,No,Not Churned,,4.4
CUST12415,22,Female,Delta,New Customer,Instagram,2023-02-17,43,9,5,466139.74,291716.0,54530.12,17,Tops,4,4,Late Delivery,Medium,Resolved,1,1,No,4.7,0,0.0,No Return,0,0.0,No,No,1.8,2.7,0.0,0,0,0,5.0,4,1.8,9.2,Yes,3.5,4.7,3.5,4.6,4.2,48,9.8,4.92,0.327,No,Yes,7,Retained,Yes,No,No,No,Not Churned,,8.4
CUST12416,30,Female,Ogun,New Customer,Google,2024-01-11,32,10,5,177084.46,91093.13,17699.7,107,Dresses,3,2,Exchange Difficulty,Critical,Resolved,2,2,No,4.8,0,0.0,No Return,0,0.0,No,No,3.1,3.4,0.0,0,0,0,4.7,2,3.0,4.3,No,5.0,3.9,5.0,5.0,4.9,49,9.8,2.52,0.295,No,Yes,2,Churned,No,Yes,No,No,Poor Product Quality,1781136000000000000,58.5
CUST12417,46,Male,Abuja,Regular,Referral,2025-04-07,17,15,3,1030692.74,217183.92,73493.36,26,Tops,4,2,Long Waiting Time,Low,Resolved,3,1,No,5.0,0,0.0,No Return,0,0.0,No,No,5.1,4.8,0.3,0,0,0,4.7,3,5.7,8.1,No,4.1,3.8,4.1,4.1,3.5,29,5.3,2.42,0.554,No,No,0,Retained,Yes,No,No,No,Not Churned,,5.8
CUST12418,48,Female,Abuja,Loyal,Facebook,2023-02-02,43,10,3,581581.24,168281.48,54264.09,83,Tops,1,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,5.2,2.7,2.5,2,0,0,3.1,0,6.1,11.4,Yes,3.7,3.7,3.7,4.5,4.0,32,9.2,2.34,0.13,Yes,No,0,Churned,No,Yes,No,No,Too Many Delivery Problems,1775606400000000000,13.4
CUST12419,64,Female,Oyo,Loyal,Google,2024-05-18,27,7,4,273043.74,151282.25,34660.76,134,Accessories,4,3,Issue Not Resolved,Critical,Resolved,6,1,No,4.7,2,0.286,Changed Mind,4,39825.42,Yes,No,5.5,3.6,1.9,0,0,1,2.5,3,6.3,11.7,No,3.7,4.0,3.7,3.3,3.0,-2,6.4,3.71,0.093,No,No,0,At Risk,Yes,No,Yes,No,Not Churned,,33.1
